Name,KM,Fuel Type,Manufacturing Year,Registration Year,No of Owners,Transmission,Color,Location,Engine Capacity (cc),Mileage (kmpl),Length (mm),Width (mm),Height (mm),Wheelbase (mm),Seating Capacity,Fuel Tank Capacity (L),Seat Belt Warning,Heater,Cruise Control,Child Safety Lock,Speed Sensing Door Lock,Rain-sensing Wipers,Rear Wiper,New Car Price (Lakh),Old Car Price (Lakh),IMG
2019 Ford Ecosport Titanium 1.5L TDCi,68437,Diesel,2019,2019,First,Manual,White,"Jivraj Park, Ahmedabad",1498.0,23.0,3998,1765,1647,2519,5,52.0,1,1,0,1,1,0,1,11.43,6.94,https://imgd.aeplcdn.com/640X480/vimages/202607/4672664_133865_1_1783948720028.jpg?qp=80&fit=true
2018 Ford Ecosport Titanium + 1.5L Ti-VCT AT,96521,Petrol,2018,2018,First,Automatic,White,"Mumatpura, Ahmedabad",1497.0,14.8,3998,1765,1647,2519,5,52.0,1,1,1,1,1,1,1,12.7,5.99,https://imgd.aeplcdn.com/640X480/vimages/202607/4666303_138023_1_1783667945040.jpg?qp=80&fit=true
2020 Ford Ecosport Titanium + 1.5L Ti-VCT AT [2019-2020],50757,Petrol,2020,2020,First,Automatic,Blue,"Mumatpura, Ahmedabad",1497.0,14.8,3998,1765,1647,2519,5,52.0,1,1,1,1,1,1,1,12.58,7.65,https://imgd.aeplcdn.com/640X480/vimages/202607/4669658_138023_1_1783779365086.jpg?qp=80&fit=true
2016 Ford Ecosport Titanium 1.5L TDCi,137484,Diesel,2016,2016,First,Manual,White,"Enasan, Ahmedabad",1498.0,22.27,3999,1765,1708,2520,5,52.0,1,1,0,1,1,0,1,11.0,4.85,https://imgd.aeplcdn.com/640X480/vimages/202607/4666957_119938_1_1783681745431.jpg?qp=80&fit=true
2014 Ford Ecosport Titanium 1.5 TDCi,124914,Diesel,2014,2014,First,Manual,White,"Gota, Ahmedabad",1498.0,22.7,3999,1765,1708,2520,5,52.0,1,1,0,1,1,0,1,10.96,4.22,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1783404843917.jpg?qp=80&fit=true
2020 Ford Ecosport Titanium + 1.5L Ti-VCT AT [2019-2020],66617,Petrol,2020,2020,First,Automatic,Silver,"Gota, Ahmedabad",1497.0,14.8,3998,1765,1647,2519,5,52.0,1,1,1,1,1,1,1,12.58,7.37,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782474363520.jpg?qp=80&fit=true
2019 Ford Ecosport Titanium 1.5L Ti-VCT,55918,Petrol,2019,2019,First,Manual,Silver,"Mumatpura, Ahmedabad",1497.0,17.0,3998,1765,1647,2519,5,52.0,1,1,0,1,1,0,1,10.65,6.11,https://imgd.aeplcdn.com/640X480/vimages/202607/4663400_138023_1_1783510445189.jpg?qp=80&fit=true
2016 Ford Endeavour Trend 2.2 4x2 AT,130000,Diesel,2016,2016,Third,Automatic,Red,"Vastrapur, Ahmedabad",2198.0,12.62,4892,1860,1837,2850,7,80.0,1,1,1,1,1,1,1,29.97,14.01,https://imgd.aeplcdn.com/640X480/vimages/202606/4647877_156728_1782820209248.jpeg?qp=80&fit=true
2021 Ford Endeavour Titanium 2.0 4x2 AT,88047,Diesel,2021,2021,Second,Automatic,Gold,"Jivraj Park, Ahmedabad",1996.0,13.9,4903,1869,1837,2850,7,80.0,1,1,1,1,1,1,1,33.62,28.0,https://imgd.aeplcdn.com/640X480/vimages/202607/4669078_133865_1_1783764446207.jpg?qp=80&fit=true
2018 Ford Endeavour Titanium 3.2 4x4 AT,94000,Diesel,2018,2018,First,Automatic,Black,"Ambli, Ahmedabad",3198.0,10.91,4892,1860,1837,2850,7,80.0,1,1,1,1,1,1,1,37.44,21.45,https://imgd.aeplcdn.com/640X480/vimages/202606/4634679_16599_1_1782283579074.jpg?qp=80&fit=true
2020 Ford Figo Titanium 1.2 Ti-VCT MT,33578,Petrol,2020,2020,First,Manual,Silver,"Gota, Ahmedabad",1194.0,18.5,3941,1704,1525,2490,5,42.0,1,1,0,1,1,0,0,7.69,5.05,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1781156463261.jpg?qp=80&fit=true
2018 Ford Figo Trend 1.5L TDCi,106498,Diesel,2018,2018,First,Manual,White,"Gota, Ahmedabad",1498.0,25.83,3886,1695,1525,2491,5,40.0,0,1,0,1,1,0,0,7.95,4.02,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1783402808653.jpg?qp=80&fit=true
2020 Ford Figo Titanium 1.2 Ti-VCT MT,86067,Petrol,2020,2020,First,Manual,White,"Gota, Ahmedabad",1194.0,18.5,3941,1704,1525,2490,5,42.0,1,1,0,1,1,0,0,7.69,4.57,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782381242915.jpg?qp=80&fit=true
2021 Ford Freestyle Titanium 1.2 Ti-VCT,116375,Petrol,2021,2021,First,Manual,White,"Gota, Ahmedabad",1194.0,18.5,3954,1737,1570,2490,5,42.0,1,1,0,1,1,0,0,8.19,4.65,https://imgd.aeplcdn.com/640X480/vimages/202604/0_165002_1_1777540563850.jpg?qp=80&fit=true
2017 Ford Mustang GT Fastback 5.0L v8,15514,Petrol,2017,2017,First,Automatic,Black,"Makarba, Ahmedabad",4951.0,7.9,4784,2080,1391,2720,4,60.9,1,1,1,1,1,1,0,86.12,76.87,https://imgd.aeplcdn.com/640X480/vimages/202605/4571260_6145_1_1779364746555.jpg?qp=80&fit=true
2023 Honda Amaze VX CVT 1.2 Petrol [2021],20619,Petrol,2023,2023,First,Automatic,Silver,"Mumatpura, Ahmedabad",1199.0,18.3,3995,1695,1501,2470,5,35.0,1,1,0,1,1,0,0,10.64,8.2,https://imgd.aeplcdn.com/640X480/vimages/202605/4552302_138023_1_1778584806006.jpg?qp=80&fit=true
2019 Honda Amaze 1.2 S MT Petrol [2018-2020],68000,Petrol,2019,2019,First,Manual,Grey,"Behrampura, Ahmedabad",1199.0,19.5,3995,1695,1501,2470,5,35.0,1,1,0,1,1,0,0,7.48,4.96,https://imgd.aeplcdn.com/640X480/vimages/202605/4537269_111800_1_1777894350950.jpg?qp=80&fit=true
2019 Honda Amaze 1.2 S CVT Petrol [2018-2020],106657,Petrol,2019,2019,First,Automatic,Silver,"Gota, Ahmedabad",1199.0,19.0,3995,1695,1501,2470,5,35.0,1,1,0,1,1,0,0,8.46,4.86,https://imgd.aeplcdn.com/640X480/vimages/202605/0_165002_1_1780030206593.jpg?qp=80&fit=true
2022 Honda Amaze VX CVT 1.2 Petrol [2021],5888,Petrol,2022,2022,First,Automatic,Silver,"Gota, Ahmedabad",1199.0,18.3,3995,1695,1501,2470,5,35.0,1,1,0,1,1,0,0,10.64,7.82,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1783086182369.jpg?qp=80&fit=true
2015 Honda Amaze 1.2 S i-VTEC,125429,Petrol,2015,2015,Second,Manual,Red,"Mumatpura, Ahmedabad",1198.0,18.0,3990,1680,1505,2405,5,35.0,1,1,0,1,0,0,0,7.01,3.07,https://imgd.aeplcdn.com/640X480/vimages/202604/4523788_138023_1_1777276947519.jpg?qp=80&fit=true
2015 Honda Amaze 1.5 S i-DTEC,85416,Diesel,2015,2015,First,Manual,White,"Gota, Ahmedabad",1498.0,25.8,3990,1680,1505,2405,5,35.0,1,1,0,1,0,0,0,8.16,3.77,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782750302451.jpg?qp=80&fit=true
2014 Honda Amaze 1.2 S i-VTEC,65867,Petrol,2014,2014,First,Manual,Red,"Mumatpura, Ahmedabad",1198.0,18.0,3990,1680,1505,2405,5,35.0,1,1,0,1,0,0,0,7.01,3.22,https://imgd.aeplcdn.com/640X480/vimages/202607/4650353_138023_1_1782907625050.jpg?qp=80&fit=true
2015 Honda Amaze 1.5 S i-DTEC,97909,Diesel,2015,2015,Second,Manual,Red,"Mumatpura, Ahmedabad",1498.0,25.8,3990,1680,1505,2405,5,35.0,1,1,0,1,0,0,0,8.16,3.55,https://imgd.aeplcdn.com/640X480/vimages/202607/4669937_138023_1_1783793945060.jpg?qp=80&fit=true
2015 Honda Amaze 1.2 S i-VTEC,41225,Petrol,2015,2015,Second,Manual,Grey,"Gota, Ahmedabad",1198.0,18.0,3990,1680,1505,2405,5,35.0,1,1,0,1,0,0,0,7.01,3.38,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1783089608715.jpg?qp=80&fit=true
2015 Honda Amaze 1.2 S i-VTEC,125429,Petrol,2015,2015,Second,Manual,Red,"Enasan, Ahmedabad",1198.0,18.0,3990,1680,1505,2405,5,35.0,1,1,0,1,0,0,0,7.01,3.07,https://imgd.aeplcdn.com/640X480/vimages/202605/4558092_119938_1_1778812198775.jpg?qp=80&fit=true
2015 Honda Amaze 1.2 S i-VTEC,69659,Petrol,2015,2015,Second,Manual,White,"Mumatpura, Ahmedabad",1198.0,18.0,3990,1680,1505,2405,5,35.0,1,1,0,1,0,0,0,7.01,3.33,https://imgd.aeplcdn.com/640X480/vimages/202606/4640175_138023_1_1782474485062.jpg?qp=80&fit=true
2015 Honda Amaze 1.2 SX i-VTEC,74267,Petrol,2015,2015,Second,Manual,White,"Gota, Ahmedabad",1198.0,18.0,3990,1680,1505,2405,5,35.0,1,1,0,1,0,0,0,7.61,3.39,https://imgd.aeplcdn.com/640X480/vimages/202605/0_165002_1_1777958404644.jpg?qp=80&fit=true
2015 Honda Amaze 1.2 S i-VTEC,65594,Petrol,2015,2015,First,Manual,White,"Mumatpura, Ahmedabad",1198.0,18.0,3990,1680,1505,2405,5,35.0,1,1,0,1,0,0,0,7.01,3.47,https://imgd.aeplcdn.com/640X480/vimages/202605/4538163_138023_1_1777930862112.jpg?qp=80&fit=true
2013 Honda Amaze 1.2 S i-VTEC,46323,Petrol,2013,2013,First,Manual,White,"Mumatpura, Ahmedabad",1198.0,18.0,3990,1680,1505,2405,5,35.0,1,1,0,1,0,0,0,7.01,2.94,https://imgd.aeplcdn.com/640X480/vimages/202604/4497579_138023_1_1775998446193.jpg?qp=80&fit=true
2023 Honda Amaze S CVT 1.2 Petrol [2021],89000,Petrol,2023,2023,First,Automatic,Brown,"Ambli, Ahmedabad",1199.0,18.3,3995,1695,1498,2470,5,35.0,1,1,0,1,1,0,0,9.5,6.59,https://imgd.aeplcdn.com/640X480/vimages/202607/4663329_16599_1_1783509488424.jpg?qp=80&fit=true
2016 Honda Amaze 1.2 SX i-VTEC,125396,Petrol,2016,2016,First,Manual,Brown,"Gota, Ahmedabad",1198.0,18.0,3990,1680,1505,2405,5,35.0,1,1,0,1,0,0,0,7.61,3.57,https://imgd.aeplcdn.com/640X480/vimages/202605/0_165002_1_1777872902759.jpg?qp=80&fit=true
2014 Honda Amaze 1.5 EX i-DTEC,65547,Diesel,2014,2014,Second,Manual,White,"Mumatpura, Ahmedabad",1498.0,25.8,3990,1680,1505,2405,5,35.0,1,1,0,1,0,0,0,7.76,3.21,https://imgd.aeplcdn.com/640X480/vimages/202607/4670790_138023_1_1783854365113.jpg?qp=80&fit=true
2016 Honda Amaze 1.2 S i-VTEC,119995,Petrol,2016,2016,Second,Manual,White,"Gota, Ahmedabad",1198.0,18.0,3990,1680,1505,2405,5,35.0,1,1,0,1,0,0,0,7.01,3.42,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782823682521.jpg?qp=80&fit=true
2013 Honda Amaze 1.2 S i-VTEC,92627,Petrol,2013,2013,First,Manual,Purple,"Gota, Ahmedabad",1198.0,18.0,3990,1680,1505,2405,5,35.0,1,1,0,1,0,0,0,7.01,2.88,https://imgd.aeplcdn.com/640X480/vimages/202605/0_165002_1_1778048581800.jpg?qp=80&fit=true
2014 Honda Amaze 1.5 SX i-DTEC,105529,Diesel,2014,2014,First,Manual,Silver,"Mumatpura, Ahmedabad",1498.0,25.8,3990,1680,1505,2405,5,35.0,1,1,0,1,0,0,0,8.62,3.52,https://imgd.aeplcdn.com/640X480/vimages/202606/4645238_138023_1_1782719946019.jpg?qp=80&fit=true
2012 Honda Brio EX MT,49044,Petrol,2012,2013,First,Manual,White,"Bopal, Ahmedabad",1198.0,19.4,3610,1680,1500,2345,5,35.0,1,1,0,1,0,0,0,5.26,2.27,https://imgd.aeplcdn.com/640X480/vimages/202606/4639400_113237_1782457856237.jpg?qp=80&fit=true
2015 Honda Brio S MT,37000,Petrol,2015,2015,Second,Manual,Red,"Behrampura, Ahmedabad",1198.0,19.4,3610,1680,1500,2345,5,35.0,1,1,0,1,0,0,0,5.87,2.77,https://imgd.aeplcdn.com/640X480/vimages/202605/4572216_111800_1_1779433877862.jpg?qp=80&fit=true
2022 Honda City ZX CVT Petrol,43396,Petrol,2022,2022,Second,Automatic,Brown,"Gota, Ahmedabad",1498.0,18.4,4549,1748,1489,2600,5,40.0,1,1,1,1,1,0,0,17.45,11.12,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1781156461245.jpg?qp=80&fit=true
2022 Honda City VX Petrol,53135,Petrol,2022,2023,First,Manual,White,"Makarba, Ahmedabad",1498.0,17.8,4549,1748,1489,2600,5,40.0,1,1,1,1,1,0,0,14.93,10.68,https://imgd.aeplcdn.com/640X480/vimages/202605/4558657_3609_1_1778842711895.jpg?qp=80&fit=true
2020 Honda City ZX CVT Petrol,65729,Petrol,2020,2020,First,Automatic,Brown,"Makarba, Ahmedabad",1498.0,18.4,4549,1748,1489,2600,5,40.0,1,1,1,1,1,0,0,17.45,10.51,https://imgd.aeplcdn.com/640X480/vimages/202512/4276095_3609_1_1764914587347.jpg?qp=80&fit=true
2015 Honda City VX CVT,53000,Petrol,2015,2015,First,Automatic,Grey,"Makarba, Ahmedabad",1497.0,18.0,4440,1695,1495,2600,5,40.0,1,1,1,1,1,0,0,13.52,5.07,https://imgd.aeplcdn.com/640X480/vimages/202606/4620909_3609_1781672840364.jpg?qp=80&fit=true
2016 Honda City V,72886,Petrol,2016,2016,First,Manual,Brown,"Mumatpura, Ahmedabad",1497.0,17.8,4440,1695,1495,2600,5,40.0,1,1,1,1,1,0,0,11.14,4.98,https://imgd.aeplcdn.com/640X480/vimages/202605/4549369_138023_1_1778429105056.jpg?qp=80&fit=true
2016 Honda City VX CVT,61000,Petrol,2016,2016,First,Automatic,Silver,"Thaltej, Ahmedabad",1497.0,18.0,4440,1695,1495,2600,5,40.0,1,1,1,1,1,0,0,13.52,5.57,https://imgd.aeplcdn.com/640X480/vimages/202606/4629660_6434_1_1782034830410.jpg?qp=80&fit=true
2015 Honda City V Diesel,106188,Diesel,2015,2015,First,Manual,Red,"Enasan, Ahmedabad",1498.0,26.0,4440,1695,1495,2600,5,40.0,1,1,1,1,1,0,0,12.52,4.95,https://imgd.aeplcdn.com/640X480/vimages/202603/4458474_119938_1_1774349017956.jpg?qp=80&fit=true
2016 Honda City V,93586,Petrol,2016,2016,First,Manual,White,"Mumatpura, Ahmedabad",1497.0,17.8,4440,1695,1495,2600,5,40.0,1,1,1,1,1,0,0,11.14,4.87,https://imgd.aeplcdn.com/640X480/vimages/202605/4547580_138023_1_1778327165659.jpg?qp=80&fit=true
2016 Honda City VX CVT,77691,Petrol,2016,2016,Second,Automatic,White,"Mumatpura, Ahmedabad",1497.0,18.0,4440,1695,1495,2600,5,40.0,1,1,1,1,1,0,0,13.52,5.32,https://imgd.aeplcdn.com/640X480/vimages/202607/4658071_138023_1_1783250105290.jpg?qp=80&fit=true
2017 Honda City VX CVT Petrol [2017-2019],105835,Petrol,2017,2017,First,Automatic,Grey,"Mumatpura, Ahmedabad",1497.0,18.0,4440,1695,1495,2600,5,40.0,1,1,1,1,1,0,0,14.45,5.81,https://imgd.aeplcdn.com/640X480/vimages/202607/4659046_138023_1_1783323726629.jpg?qp=80&fit=true
2019 Honda City ZX CVT Petrol [2019-2020],69000,Petrol,2019,2019,First,Automatic,Brown,"Ambli, Ahmedabad",1497.0,18.0,4440,1695,1495,2600,5,40.0,1,1,1,1,1,1,0,16.13,7.93,https://imgd.aeplcdn.com/640X480/vimages/202606/4647218_16599_1_1782806499281.jpg?qp=80&fit=true
2015 Honda City SV Diesel,144016,Diesel,2015,2015,First,Manual,Grey,"Mumatpura, Ahmedabad",1498.0,26.0,4440,1695,1495,2600,5,40.0,1,1,1,1,1,0,0,11.78,4.44,https://imgd.aeplcdn.com/640X480/vimages/202604/4505676_138023_1_1776357378208.jpg?qp=80&fit=true
2021 Honda City ZX CVT Petrol,77220,Petrol,2021,2021,First,Automatic,White,"Gota, Ahmedabad",1498.0,18.4,4549,1748,1489,2600,5,40.0,1,1,1,1,1,0,0,17.45,10.12,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782106741678.jpg?qp=80&fit=true
2019 Honda Civic V CVT Petrol [2019-2020],105008,Petrol,2019,2019,Second,Automatic,Red,"Mumatpura, Ahmedabad",1799.0,16.5,4656,1799,1433,2700,5,47.0,1,1,0,1,1,0,0,19.86,8.87,https://imgd.aeplcdn.com/640X480/vimages/202605/4553002_138023_1_1778607606672.jpg?qp=80&fit=true
2019 Honda Civic ZX CVT Petrol [2019-2020],110712,Petrol,2019,2019,First,Automatic,Brown,"Gota, Ahmedabad",1799.0,16.5,4656,1799,1433,2700,5,47.0,1,1,1,1,1,1,0,23.46,10.18,https://imgd.aeplcdn.com/640X480/vimages/202604/0_165002_1_1777529222330.jpg?qp=80&fit=true
2019 Honda Civic ZX CVT Petrol [2019-2020],50091,Petrol,2019,2019,Second,Automatic,White,"Makarba, Ahmedabad",1799.0,16.5,4656,1799,1433,2700,5,47.0,1,1,1,1,1,1,0,23.46,10.59,https://imgd.aeplcdn.com/640X480/vimages/202605/4574386_3609_1_1780213954885.jpg?qp=80&fit=true
2019 Honda Civic VX CVT Petrol [2019-2020],103549,Petrol,2019,2019,Second,Automatic,White,"Enasan, Ahmedabad",1799.0,16.5,4656,1799,1433,2700,5,47.0,1,1,1,1,1,0,0,21.5,9.05,https://imgd.aeplcdn.com/640X480/vimages/202606/4644413_119938_1_1782656945079.jpg?qp=80&fit=true
2015 Honda CR-V 2.0L 2WD AT,107995,Petrol,2015,2015,Second,Automatic,White,"Mumatpura, Ahmedabad",1997.0,13.7,4545,1820,1685,2620,5,58.0,1,1,1,1,1,1,1,27.33,6.28,https://imgd.aeplcdn.com/640X480/vimages/202605/4538170_138023_1_1777930957722.jpg?qp=80&fit=true
2016 Honda CR-V 2.0L 2WD AT,94504,Petrol,2016,2016,First,Automatic,White,"Mumatpura, Ahmedabad",1997.0,13.7,4545,1820,1685,2620,5,58.0,1,1,1,1,1,1,1,27.33,8.4,https://imgd.aeplcdn.com/640X480/vimages/202606/4601836_138023_1_1780749185439.jpg?qp=80&fit=true
2016 Honda CR-V 2.4 AT,82000,Petrol,2016,2016,Second,Automatic,White,"Thaltej, Ahmedabad",2354.0,11.1,4575,1820,1680,2620,5,58.0,1,1,1,1,0,0,1,28.75,8.38,https://imgd.aeplcdn.com/640X480/vimages/202605/4511592_6434_1_1777708656907.jpg?qp=80&fit=true
2017 Honda Jazz S Petrol,35691,Petrol,2017,2017,First,Manual,Grey,"Mumatpura, Ahmedabad",1199.0,18.7,3955,1694,1544,2530,5,40.0,1,1,0,1,1,0,0,7.32,4.17,https://imgd.aeplcdn.com/640X480/vimages/202607/4672714_138023_1_1783949825582.jpg?qp=80&fit=true
2019 Honda Jazz VX CVT Petrol,97650,Petrol,2019,2019,First,Automatic,White,"Mumatpura, Ahmedabad",1199.0,19.0,3955,1694,1544,2530,5,40.0,1,1,1,1,1,0,1,10.1,5.26,https://imgd.aeplcdn.com/640X480/vimages/202606/4630242_138023_1_1782059405025.jpg?qp=80&fit=true
2015 Honda Jazz V AT Petrol,71348,Petrol,2015,2015,First,Automatic,Orange,"Enasan, Ahmedabad",1199.0,19.0,3955,1694,1544,2530,5,40.0,1,1,0,1,1,0,1,9.56,4.11,https://imgd.aeplcdn.com/640X480/vimages/202607/4671239_119938_1_1783874825046.jpg?qp=80&fit=true
2016 Honda Jazz V Petrol,62400,Petrol,2016,2016,First,Manual,White,"Bopal, Ahmedabad",1199.0,18.7,3955,1694,1544,2530,5,40.0,1,1,0,1,1,0,1,8.21,4.12,https://imgd.aeplcdn.com/640X480/vimages/202607/4659506_113237_1783335380729.jpg?qp=80&fit=true
2017 Honda Jazz S Petrol,64120,Petrol,2017,2017,First,Manual,Grey,"Makarba, Ahmedabad",1199.0,18.7,3955,1694,1544,2530,5,40.0,1,1,0,1,1,0,0,7.32,4.1,https://imgd.aeplcdn.com/640X480/vimages/202606/4642122_3609_1_1782629781028.jpg?qp=80&fit=true
2015 Honda Jazz S AT [2015-2016],63472,Petrol,2015,2015,Second,Automatic,Red,"Gota, Ahmedabad",1198.0,19.0,3955,1694,1544,2530,5,40.0,1,1,0,1,0,0,0,8.5,3.84,https://imgd.aeplcdn.com/640X480/vimages/202604/0_165002_1_1777529340931.jpg?qp=80&fit=true
2022 Honda Jazz ZX CVT,33022,Petrol,2022,2022,First,Automatic,White,"Gota, Ahmedabad",1199.0,17.1,3989,1694,1544,2530,5,40.0,1,1,1,1,1,0,1,11.68,7.84,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1781156340920.jpg?qp=80&fit=true
2019 Honda WR-V VX MT Petrol,20594,Petrol,2019,2019,First,Manual,Silver,"Bopal, Ahmedabad",1199.0,17.5,3999,1734,1601,2555,5,40.0,1,1,0,1,1,0,1,10.36,6.42,https://imgd.aeplcdn.com/640X480/vimages/202606/4631027_113237_1_1782114647452.jpg?qp=80&fit=true
2017 Honda WR-V VX MT Petrol,29106,Petrol,2017,2017,First,Manual,Silver,"Mumatpura, Ahmedabad",1199.0,17.5,3999,1734,1601,2555,5,40.0,1,1,0,1,1,0,1,10.36,5.39,https://imgd.aeplcdn.com/640X480/vimages/202607/4650041_138023_1_1782902046059.jpg?qp=80&fit=true
2019 Honda WR-V VX MT Petrol,36000,Petrol,2019,2019,First,Manual,White,"Ambli, Ahmedabad",1199.0,17.5,3999,1734,1601,2555,5,40.0,1,1,0,1,1,0,1,10.36,6.32,https://imgd.aeplcdn.com/640X480/vimages/202606/4634644_16599_1_1782282436935.jpg?qp=80&fit=true
2022 Honda WR-V VX MT Petrol,26643,Petrol,2022,2022,Second,Manual,Silver,"Mumatpura, Ahmedabad",1199.0,16.5,3999,1734,1601,2555,5,40.0,1,1,1,1,1,0,1,11.14,7.38,https://imgd.aeplcdn.com/640X480/vimages/202607/4662725_138023_1_1783496143695.jpg?qp=80&fit=true
2019 Honda WR-V S MT Petrol,74041,Petrol,2019,2019,First,Manual,Silver,"Mumatpura, Ahmedabad",1199.0,17.5,3999,1734,1601,2555,5,40.0,1,1,0,1,1,0,0,9.16,5.61,https://imgd.aeplcdn.com/640X480/vimages/202605/4566932_138023_1_1779200706418.jpg?qp=80&fit=true
2019 Honda WR-V S MT Petrol,46654,Petrol,2019,2019,First,Manual,Red,"Gota, Ahmedabad",1199.0,17.5,3999,1734,1601,2555,5,40.0,1,1,0,1,1,0,0,9.16,5.85,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782381124730.jpg?qp=80&fit=true
2023 Hyundai Alcazar Prestige 7 STR 1.5 Turbo Petrol [2023],22908,Petrol,2023,2023,First,Manual,White,"Gota, Ahmedabad",1482.0,,4500,1790,1675,2760,7,50.0,1,1,1,1,1,0,1,18.91,14.19,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782824644384.jpg?qp=80&fit=true
2021 Hyundai Alcazar Prestige 6 STR 1.5 Diesel,84000,Diesel,2021,2021,First,Manual,White,"Ambli, Ahmedabad",1493.0,20.4,4500,1790,1675,2760,6,50.0,1,1,1,1,1,0,1,18.58,12.79,https://imgd.aeplcdn.com/640X480/vimages/202606/4640799_16599_1_1782482593278.jpg?qp=80&fit=true
2023 Hyundai Alcazar Platinum (O) 7 Seater 1.5 Diesel AT,68847,Diesel,2023,2023,First,Automatic,White,"Gota, Ahmedabad",1493.0,18.1,4500,1790,1675,2760,7,50.0,1,1,1,1,1,0,1,22.88,17.3,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782823623478.jpg?qp=80&fit=true
2021 Hyundai Alcazar Signature (O) 6 STR 1.5 Diesel AT,64767,Diesel,2021,2021,First,Automatic,Brown,"Mumatpura, Ahmedabad",1493.0,18.1,4500,1790,1675,2760,6,50.0,1,1,1,1,1,0,1,22.94,13.69,https://imgd.aeplcdn.com/640X480/vimages/202606/4624723_138023_1_1781798645050.jpg?qp=80&fit=true
2019 Hyundai Creta SX 1.6 AT Petrol,69108,Petrol,2019,2019,First,Automatic,Grey,"Makarba, Ahmedabad",1591.0,15.29,4270,1780,1665,2590,5,55.0,1,1,1,1,1,0,1,15.65,9.25,https://imgd.aeplcdn.com/640X480/vimages/202606/4611997_3609_1781241724504.jpg?qp=80&fit=true
2022 Hyundai Creta SX 1.5 Petrol,46213,Petrol,2022,2022,First,Manual,White,"Enasan, Ahmedabad",1497.0,17.0,4300,1790,1635,2610,5,50.0,1,1,1,1,1,0,1,16.07,12.03,https://imgd.aeplcdn.com/640X480/vimages/202607/4672375_119938_1_1783942745620.jpg?qp=80&fit=true
2016 Hyundai Creta 1.6 SX,105311,Diesel,2016,2016,Second,Manual,White,"Mumatpura, Ahmedabad",1582.0,19.67,4270,1780,1630,2590,5,60.0,1,1,0,1,0,0,1,14.14,6.83,https://imgd.aeplcdn.com/640X480/vimages/202606/4645777_138023_1_1782732485729.jpg?qp=80&fit=true
2017 Hyundai Creta 1.6 SX Plus AT,111615,Diesel,2017,2017,Second,Automatic,White,"Mumatpura, Ahmedabad",1582.0,17.01,4270,1780,1630,2590,5,60.0,1,1,0,1,0,0,1,16.52,8.18,https://imgd.aeplcdn.com/640X480/vimages/202605/4538111_138023_1_1777930625856.jpg?qp=80&fit=true
2017 Hyundai Creta E Plus 1.6 Petrol,62216,Petrol,2017,2017,First,Manual,White,"Jivraj Park, Ahmedabad",1591.0,15.29,4270,1780,1630,2590,5,60.0,1,1,0,1,0,0,0,11.23,6.62,https://imgd.aeplcdn.com/640X480/vimages/202607/4672528_133865_1_1783945599367.jpg?qp=80&fit=true
2021 Hyundai Creta SX (O) 1.4 Turbo 7 DCT [2020-2022],95581,Petrol,2021,2021,First,Automatic,White,"Enasan, Ahmedabad",1353.0,17.0,4300,1790,1635,2610,5,50.0,1,1,1,1,1,0,1,19.1,11.76,https://imgd.aeplcdn.com/640X480/vimages/202607/4674399_119938_1_1784028125666.jpg?qp=80&fit=true
2019 Hyundai Creta SX 1.6 AT CRDi,76294,Diesel,2019,2019,First,Automatic,Grey,"Makarba, Ahmedabad",1582.0,17.01,4270,1780,1665,2590,5,55.0,1,1,1,1,1,0,1,17.28,10.56,https://imgd.aeplcdn.com/640X480/vimages/202605/4552144_6145_1_1779102432829.jpg?qp=80&fit=true
2021 Hyundai Creta SX (O) 1.4 Turbo 7 DCT [2020-2022],95470,Petrol,2021,2021,First,Automatic,White,"Mumatpura, Ahmedabad",1353.0,17.0,4300,1790,1635,2610,5,50.0,1,1,1,1,1,0,1,19.1,11.76,https://imgd.aeplcdn.com/640X480/vimages/202605/4538140_138023_1_1777930811256.jpg?qp=80&fit=true
2016 Hyundai Creta 1.6 SX Plus Petrol,72971,Petrol,2016,2016,First,Manual,White,"Enasan, Ahmedabad",1591.0,15.29,4270,1780,1630,2590,5,60.0,1,1,0,1,0,0,1,13.54,6.39,https://imgd.aeplcdn.com/640X480/vimages/202607/4662882_119938_1_1783499165638.jpg?qp=80&fit=true
